29254	1351244	1591	1420	1	-2
0	0	63758	11572	1	-1
244552	0	32770	8649	0	-1
0	0	37126	11572	1	-1
29234	131200	1520	1400	1	-2
29234	131240	1560	1450	0	-2
0	0	4618	4662	1	-1
0	0	4136	1434	0	-2
0	0	1609	11572	1	-1
0	0	1609	11572	1	-1
0	0	1995	18006	1	-1
786	0	40728	59879	1	-1
0	0	15889	3922	0	-1
0	0	3679	1434	0	-2
0	0	62535	80	1	-1
0	0	4613	1434	0	-2
0	0	1595	1434	0	-2
0	0	1110	1434	0	-2
0	0	50179	11572	1	-1
146	0	61389	11572	0	-1
0	0	50179	11572	1	-1
0	0	1611	11572	1	-1
0	0	138	138	0	-1
0	0	11944	80	1	-1
0	0	1611	11572	1	-1
0	0	25693	25693	0	-1
0	0	4155	4662	1	-1
0	0	1371	1434	0	-2
0	0	4155	4662	1	-1
48	48	123	123	0	-1
146	0	61389	11572	0	-1
0	0	2126	5900	1	-1
0	0	2139	5900	1	-1
0	0	2140	5900	1	-1
0	0	2142	5900	1	-1
0	0	2157	5900	1	-1
0	0	2120	5900	1	-1
0	0	2119	5900	1	1
0	0	2146	5900	1	-1
0	0	2135	5900	1	-1
0	0	2121	5900	1	-1
0	0	2196	5900	1	-1
0	0	2120	5900	1	-1
0	0	2119	5900	1	1
606	180680	39347	443	1	-1
0	0	135	38159	1	-1
0	0	24961	11572	1	-1
0	0	54257	11572	1	-1
0	0	24961	11572	1	-1
0	0	54257	11572	1	-1
0	0	25693	25693	0	-1
0	0	2779	3922	1	-1
4265	259	4485	25	1	1
2148	175	4489	25	1	1
0	0	2779	3922	1	-1
2158	175	4508	25	1	1
0	0	15889	3922	0	-1
0	0	2527	445	1	-1
0	0	2066	4662	1	-1
0	0	3829	5900	1	-1
0	0	3833	5900	1	-1
0	0	3834	5900	1	-1
0	0	3832	5900	1	-1
0	0	3831	5900	1	-1
0	0	3836	5900	1	-1
0	0	3838	5900	1	-1
0	0	3835	5900	1	-1
0	0	3830	5900	1	-1
0	0	3835	5900	1	-1
0	0	3830	5900	1	-1
0	0	3834	5900	1	-1
0	0	3829	5900	1	-1
0	0	3834	5900	1	-1
0	0	3833	5900	1	-1
0	0	3830	5900	1	-1
0	0	1372	11572	1	-1
0	0	2066	4662	1	-1
0	0	4513	5718	1	-1
0	0	50553	11572	1	-1
0	0	50553	11572	1	-1
0	0	1892	1434	0	-2
0	0	23683	6881	0	-1
0	0	2186	4662	1	-1
0	0	3704	4662	1	-1
0	0	2186	4662	1	-1
0	0	3704	4662	1	-1
0	0	1043	1434	0	-2
0	0	138	138	0	-1
0	0	6471	80	1	-1
0	0	2109	62299	0	-1
0	0	60321	4662	1	-1
2814	175	2798	25	1	1
0	0	46065	11572	0	-1
994	0	137	137	0	-1
0	0	60321	4662	1	-1
56	0	3	1	2	-1
0	0	60321	4662	1	-1
0	0	2445	4662	1	-1
0	0	2445	4662	1	-1
0	0	1438	1434	0	-2
0	0	8	0	2	-1
0	0	11	0	2	-1
93	148	2202	25	1	1
0	0	1043	1434	0	-2
0	0	8	0	2	-1
0	0	1315	5900	1	-1
0	0	1416	5900	1	-1
0	0	1455	5900	1	-1
0	0	1453	5900	1	-1
0	0	1456	5900	1	-1
0	0	1454	5900	1	-1
0	0	1457	5900	1	-1
0	0	1458	5900	1	-1
0	0	1452	5900	1	-1
0	0	1451	5900	1	-1
0	0	1459	5900	1	-1
0	0	1489	5900	1	-1
0	0	1466	5900	1	-1
0	0	1465	5900	1	-1
0	0	1460	5900	1	-1
0	0	1462	5900	1	-1
0	0	1468	5900	1	-1
0	0	1461	5900	1	-1
0	0	1469	5900	1	-1
0	0	1463	5900	1	-1
0	0	1464	5900	1	-1
0	0	1484	5900	1	-1
0	0	1470	5900	1	-1
0	0	1475	5900	1	-1
0	0	1474	5900	1	-1
0	0	1482	5900	1	-1
0	0	1486	5900	1	-1
0	0	1487	5900	1	-1
0	0	1473	5900	1	-1
0	0	1478	5900	1	-1
0	0	1476	5900	1	-1
0	0	1472	5900	1	-1
0	0	1471	5900	1	-1
0	0	1479	5900	1	-1
0	0	1480	5900	1	-1
0	0	1477	5900	1	-1
0	0	1467	5900	1	-1
0	0	1481	5900	1	-1
0	0	1485	5900	1	-1
0	0	1483	5900	1	-1
0	0	1488	5900	1	-1
0	0	1517	5900	1	-1
0	0	1503	5900	1	-1
0	0	1509	5900	1	-1
0	0	1529	5900	1	-1
0	0	1502	5900	1	-1
0	0	1511	5900	1	-1
0	0	1522	5900	1	-1
0	0	1521	5900	1	-1
0	0	1523	5900	1	-1
0	0	1516	5900	1	-1
0	0	1518	5900	1	-1
0	0	1526	5900	1	-1
0	0	1504	5900	1	-1
0	0	1524	5900	1	-1
0	0	1530	5900	1	-1
0	0	1512	5900	1	-1
0	0	1507	5900	1	-1
0	0	1510	5900	1	-1
0	0	1508	5900	1	-1
0	0	1515	5900	1	-1
0	0	1527	5900	1	-1
0	0	1506	5900	1	-1
0	0	1513	5900	1	-1
0	0	1519	5900	1	-1
0	0	1525	5900	1	-1
0	0	1528	5900	1	-1
0	0	1514	5900	1	-1
0	0	1505	5900	1	-1
0	0	1532	5900	1	-1
0	0	1520	5900	1	-1
0	0	1602	5900	1	-1
0	0	1632	5900	1	-1
0	0	1633	5900	1	-1
0	0	1634	5900	1	-1
0	0	1635	5900	1	-1
0	0	1636	5900	1	-1
0	0	1614	5900	1	-1
0	0	1610	5900	1	-1
0	0	1612	5900	1	-1
0	0	1618	5900	1	-1
0	0	1626	5900	1	-1
0	0	1607	5900	1	-1
0	0	1609	5900	1	-1
0	0	1608	5900	1	-1
0	0	1613	5900	1	-1
0	0	1625	5900	1	-1
0	0	1623	5900	1	-1
0	0	1621	5900	1	-1
0	0	1611	5900	1	-1
0	0	1622	5900	1	-1
0	0	1615	5900	1	-1
0	0	1620	5900	1	-1
0	0	1628	5900	1	-1
0	0	1627	5900	1	-1
0	0	1624	5900	1	-1
0	0	1619	5900	1	-1
0	0	1605	5900	1	-1
0	0	1604	5900	1	-1
0	0	1606	5900	1	-1
0	0	1603	5900	1	-1
0	0	3727	1434	0	-2
0	0	1616	5900	1	-1
0	0	1617	5900	1	-1
0	0	1629	5900	1	-1
0	0	1630	5900	1	-1
0	0	1631	5900	1	-1
0	0	1703	5900	1	-1
0	0	1704	5900	1	-1
0	0	1907	11572	1	-1
0	0	1536	1434	0	-2
1490	175	4351	25	1	1
0	0	21164	1434	0	-2
0	0	1907	11572	1	-1
0	0	1694	11572	1	-1
1361	259	3447	25	1	1
696	175	3451	25	1	1
0	0	1694	11572	1	-1
0	0	64000	11572	1	-1
0	0	8	0	2	-1
0	0	2570	80	1	-1
0	0	64000	11572	1	-1
0	0	1087	1434	0	-2
0	0	1931	11572	1	-1
0	0	1415	1434	0	-2
0	0	1718	1434	0	-2
0	0	2048	1434	0	-2
0	0	50598	11572	1	-1
0	0	50598	11572	1	-1
0	0	3	3	2	-1
0	0	54800	1434	0	-1
0	0	8	0	2	-1
0	0	1268	11572	1	-1
0	0	1268	11572	1	-1
1389	175	4691	25	1	1
0	0	46065	11572	0	-1
0	0	62535	80	1	-1
0	0	4194	11572	1	-1
0	0	4205	1434	0	-2
0	0	2619	445	1	-1
0	0	4194	11572	1	-1
0	0	6348	11572	0	-1
48	48	123	123	0	-1
0	0	8	0	2	-1
0	0	64855	11572	1	-1
0	0	64855	11572	1	-1
0	0	20994	80	1	-1
0	0	3679	1434	0	-2
0	0	378	2376	1	-1
0	0	8	0	2	-1
839	0	40729	59879	1	-1
0	0	62535	80	1	-1
0	0	6240	1434	0	-2
0	0	3836	11572	1	-1
0	0	8	0	2	-1
0	0	11	0	2	-1
0	0	62535	80	1	-1
0	0	3201	1434	0	-2
0	0	3836	11572	1	-1
0	0	17737	80	1	-1
0	0	25248	11572	1	-1
2501	166	45708	25	1	1
0	0	8	0	2	-1
0	0	11	0	2	-1
0	0	25248	11572	1	-1
0	0	5955	80	1	-1
0	0	3422	11572	1	-1
